Primary Key,Structure
Hanson2016_78,Temple of Athena
Hanson2016_78,Theatre
Hanson2016_78,Walls
Hanson2016_78,Walls
Hanson2016_79,Prytaneum
Hanson2016_79,Temple
Hanson2016_79,Walls
Hanson2016_80,Acropolis
Hanson2016_80,Sanctuary of Hades and Persephone
Hanson2016_80,Temple of Athena Polias
Hanson2016_80,Theatre
Hanson2016_81,Acropolis
Hanson2016_81,Temple of Zeus Thaulios
Hanson2016_81,Theatre
Hanson2016_81,Walls
Hanson2016_81,Walls
Hanson2016_82,Acropolis
Hanson2016_82,Stadium
Hanson2016_82,Temple of Asclepius
Hanson2016_82,Temple of Athena Tritonia
Hanson2016_82,Temple of Hermes
Hanson2016_82,Walls
Hanson2016_83,Acropolis
Hanson2016_83,Agora?
Hanson2016_83,Temple of Artemis Ennodia
Hanson2016_83,Temple?
Hanson2016_83,Theatre?
Hanson2016_83,Walls
Hanson2016_84,Acropolis
Hanson2016_84,Agora
Hanson2016_84,Fountain
Hanson2016_84,Gymnasium
Hanson2016_84,Sanctuary of Artemis Soteirias
Hanson2016_84,Sanctuary of Asclepius
Hanson2016_84,Sanctuary of Athena
Hanson2016_84,Sanctuary of Hygeia
Hanson2016_84,Stoa
Hanson2016_84,Temple of Artemis Eurynome
Hanson2016_84,Temple of Dionysus Akratophoros
Hanson2016_84,Theatre
Hanson2016_84,Walls
Hanson2016_85,Acropolis
Hanson2016_85,Agora
Hanson2016_85,Basilica
Hanson2016_85,Bouleuterion?
Hanson2016_85,Dikasterion?
Hanson2016_85,Nymphaeum
Hanson2016_85,Temple of Asclepius
Hanson2016_85,Temple of Demeter
Hanson2016_85,Temple of Demeter
Hanson2016_85,Temple of Hebe or Ganymeda
Hanson2016_85,Theatre
Hanson2016_85,Walls
Hanson2016_86,Acropolis
Hanson2016_86,Theatre
Hanson2016_86,Walls
Hanson2016_86,Walls
Hanson2016_86,Walls
Hanson2016_86,Walls
Hanson2016_87,Acropolis
Hanson2016_87,Agora (Hippodameia)
Hanson2016_87,Bouleuterion?
Hanson2016_87,Harbour (Grand)
Hanson2016_87,Harbour (Mouychia)
Hanson2016_87,Harbour (Zea)
Hanson2016_87,Theatre (Munichia Hill)
Hanson2016_87,Theatre (Zea Harbour)
Hanson2016_87,Urban grid
Hanson2016_87,Walls (Archaic)
Hanson2016_87,Walls (Classical)
Hanson2016_88,Agora
Hanson2016_88,Temple of Artemis?
Hanson2016_88,Temple of Athena?
Hanson2016_88,Temple of Demeter
Hanson2016_88,Temple of Hera?
Hanson2016_88,Temple of Zeus Eleutherios?
Hanson2016_88,Urban grid
Hanson2016_88,Walls
Hanson2016_88,Walls
Hanson2016_89,Acropolis
Hanson2016_89,Shrine of Demeter?
Hanson2016_89,Theatre?
Hanson2016_89,Walls
Hanson2016_90,Acropolis
Hanson2016_90,Harbour
Hanson2016_90,Sanctuary of Amphiaros
Hanson2016_90,Sanctuary of Nemesis
Hanson2016_90,Sanctuary of Themis
Hanson2016_90,Theatre
Hanson2016_90,Walls
Hanson2016_91,Acropolis
Hanson2016_91,Temple of Zeus Phegonaios
Hanson2016_91,Theatre
Hanson2016_91,Walls
Hanson2016_92,Acropolis
Hanson2016_92,Agora
Hanson2016_92,Agora
Hanson2016_92,Baths
Hanson2016_92,Bouleuterion
Hanson2016_92,Fountain
Hanson2016_92,Fountain
Hanson2016_92,Fountain
Hanson2016_92,Gymnasium
Hanson2016_92,Prytaneum
Hanson2016_92,Sanctuary of the Nymphs
Hanson2016_92,Sanctuary of Tyche Akraia and the Dioscuri
Hanson2016_92,Stadium
Hanson2016_92,Stoa
Hanson2016_92,Stoa
Hanson2016_92,Temple of Artemis Limnaia
Hanson2016_92,Temple of Athena
Hanson2016_92,Theatre
Hanson2016_92,Unidentified public building
Hanson2016_92,Unidentified public building
Hanson2016_92,Urban grid
Hanson2016_92,Walls
Hanson2016_93,Acropolis
Hanson2016_93,Agora
Hanson2016_93,Baths
Hanson2016_93,Gymnasium
Hanson2016_93,Palaestra
Hanson2016_93,Stoa
Hanson2016_93,Temple of Artemis Orthia
Hanson2016_93,Temple of Athena Chalkioikos
Hanson2016_93,Theatre
Hanson2016_93,Theatre (Temple of Artemis Ortheia)
Hanson2016_93,Theatre-sanctuary (Sanctuary of Artemis Orytha)
Hanson2016_93,Unidentified public building
Hanson2016_93,Walls
Hanson2016_93,Walls (Late Antique)
Hanson2016_94,Acropolis
Hanson2016_94,Agora
Hanson2016_94,Bouleuterion
Hanson2016_94,Gymnasium
Hanson2016_94,Stoa
Hanson2016_94,Stoa
Hanson2016_94,Temple of Zeus
Hanson2016_94,Theatre
Hanson2016_94,Urban grid
Hanson2016_94,Walls
Hanson2016_95,Acropolis
Hanson2016_95,Agora
Hanson2016_95,Aqueduct
Hanson2016_95,Nymphaeum
Hanson2016_95,Palaestra
Hanson2016_95,Stoa
Hanson2016_95,Temple
Hanson2016_95,Temple of Athena Polias
Hanson2016_95,Theatre
Hanson2016_95,Urban grid
Hanson2016_95,Walls
Hanson2016_96,Acropolis
Hanson2016_96,Agora
Hanson2016_96,Gymnasium
Hanson2016_96,Temple of Aphrodite
Hanson2016_96,Temple of Apollo
Hanson2016_96,Temple of Dionysus?
Hanson2016_96,Temple of Hermes
Hanson2016_96,Temple of Hermes
Hanson2016_96,Temple of Themis
Hanson2016_96,Theatre
Hanson2016_96,Urban grid
Hanson2016_96,Walls
Hanson2016_97,Agora
Hanson2016_97,Baths
Hanson2016_97,Gymnasium
Hanson2016_97,Macellum
Hanson2016_97,Sanctuary of Demeter and Kore
Hanson2016_97,Temple of Athena Alea
Hanson2016_97,Theatre
Hanson2016_97,Theatre (Rectilinear)
Hanson2016_97,Walls
Hanson2016_98,Baths
Hanson2016_98,Gymnasium
Hanson2016_99,Acropolis
Hanson2016_99,Gymnasium
Hanson2016_99,Walls
Hanson2016_100,Acropolis
Hanson2016_100,Fountain
Hanson2016_100,Gymnasium
Hanson2016_100,Gymnasium
Hanson2016_100,Hippodrome
Hanson2016_100,Sanctuary of Cabiri
Hanson2016_100,Sanctuary of Dionysus
Hanson2016_100,Sanctuary of Poseidon Hippodromios
Hanson2016_100,Stadium
Hanson2016_100,Stadium
Hanson2016_100,Stoa
Hanson2016_100,Stoa
Hanson2016_100,Temple of Apollo Hismenios
Hanson2016_100,Temple of Artemis Eukleia
Hanson2016_100,Temple of Athena Onka
Hanson2016_100,Temple of Hercules
Hanson2016_100,Theatre (North)
Hanson2016_100,Theatre (Protidean Gate)
Hanson2016_100,Theatre-sanctuary (Sanctuary of Cabiri)
Hanson2016_100,Walls
Hanson2016_100,Walls
Hanson2016_101,Acropolis
Hanson2016_101,Stoa
Hanson2016_101,Temple of Athena Polias
Hanson2016_101,Theatre
Hanson2016_101,Unidentified public building
Hanson2016_101,Walls
Hanson2016_101,Walls
Hanson2016_102,Agora
Hanson2016_102,Baths
Hanson2016_102,Baths
Hanson2016_102,Gymnasium
Hanson2016_102,Stoa
Hanson2016_102,Stoa
Hanson2016_102,Temple of Apollo Carneus
Hanson2016_102,Temple of Apollo Pythias
Hanson2016_102,Temple of Athena Polias
Hanson2016_102,Temple of Caesar
Hanson2016_102,Temple of Demeter and Kore
Hanson2016_102,Temple of Dionysus
Hanson2016_102,"Temple of Isis, Serapis, and Anubis"
Hanson2016_102,Temple of Zeus
Hanson2016_102,Theatre
Hanson2016_102,Walls
Hanson2016_102,Walls
Hanson2016_103,Agora
Hanson2016_103,Temple of Apollo
Hanson2016_103,Temple of Eros?
Hanson2016_103,Temple of Hercules
Hanson2016_103,Temple of the Muses
Hanson2016_103,Theatre
Hanson2016_103,Walls
Hanson2016_103,Walls
Hanson2016_103,Walls
Hanson2016_104,Acropolis
Hanson2016_104,Agora?
Hanson2016_104,Temple of Hercules
Hanson2016_104,Walls
Hanson2016_105,Acropolis
Hanson2016_105,Harbour
Hanson2016_105,Stoa
Hanson2016_105,Stoa
Hanson2016_105,Temple of Demeter and Persephone?
Hanson2016_105,Temple of Dionysus
Hanson2016_105,Temple of Hygeia
Hanson2016_105,Theatre
Hanson2016_105,Walls
Hanson2016_106,Agora?
Hanson2016_106,Walls
Hanson2016_107,Agora?
Hanson2016_107,Stoa
Hanson2016_107,Stoa
Hanson2016_107,Urban grid
Hanson2016_107,Walls
Hanson2016_108,Acropolis
Hanson2016_108,Agora
Hanson2016_108,Baths
Hanson2016_108,Gymnasium
Hanson2016_108,Prytaneum
Hanson2016_108,Sanctuary of Asclepius
Hanson2016_108,Sanctuary of Hippolytos
Hanson2016_108,Stadium
Hanson2016_108,Stoa
Hanson2016_108,Temple of Aphrodite Ascraea
Hanson2016_108,Temple of Aphrodite Calascopia
Hanson2016_108,Temple of Apollo Epibaterius
Hanson2016_108,Temple of Apollo Thearius
Hanson2016_108,Temple of Artemis Lykeia
Hanson2016_108,Temple of Artemis Soteira
Hanson2016_108,Temple of Athena Polias
Hanson2016_108,Temple of Isis
Hanson2016_108,Temple of Pan or Aphrodite Akraia
Hanson2016_108,Temple of the Muses
Hanson2016_108,Temple of Zeus Soter
Hanson2016_108,Theatre
Hanson2016_108,Walls
Hanson2016_109,Acropolis
Hanson2016_109,Sanctuary
Hanson2016_109,Stadium
Hanson2016_109,Temple
Hanson2016_109,Temple
Hanson2016_110,Agora?
Hanson2016_110,Amphitheatre
Hanson2016_110,Baths
Hanson2016_110,Baths
Hanson2016_110,Bouleuterion?
Hanson2016_110,Colonnaded streets
Hanson2016_110,Dikasterion
Hanson2016_110,Gymnasium
Hanson2016_110,Harbour (East)
Hanson2016_110,Harbour (West)
Hanson2016_110,Hippodrome
Hanson2016_110,Library
Hanson2016_110,Library (Royal)
Hanson2016_110,Lighthouse (Pharos)
Hanson2016_110,Museum (Great Library)
Hanson2016_110,Odeum
Hanson2016_110,Sanctuary of Poseidon
Hanson2016_110,Stadium (Heptastadium)
Hanson2016_110,Temple (Timonium)
Hanson2016_110,Temple of Alexander
Hanson2016_110,Temple of Caesar or Augustus
Hanson2016_110,Temple of Isis
Hanson2016_110,Temple of Pan (Panium)
Hanson2016_110,Temple of Poseidon
Hanson2016_110,Temple of Saturn
Hanson2016_110,Temple of Serapis
Hanson2016_110,Temple of the Ptolemies
Hanson2016_110,Theatre
Hanson2016_110,Urban grid
Hanson2016_110,Walls
Hanson2016_112,Agora
Hanson2016_112,Baths
Hanson2016_112,Colonnaded streets
Hanson2016_112,Gymnasium
Hanson2016_112,Hippodrome
Hanson2016_112,Stadium
Hanson2016_112,Temple of Antinous?
Hanson2016_112,Temple of Ramesses II
Hanson2016_112,Tetrapylon
Hanson2016_112,Theatre
Hanson2016_112,Urban grid
Hanson2016_112,Walls?
Hanson2016_113,Temple of Hathor
Hanson2016_114,Fort?
Hanson2016_114,Temple of Horos
Hanson2016_115,Temple of Harwer?
Hanson2016_115,Temple of Heqet?
Hanson2016_115,Theatre?
Hanson2016_116,Bouleuterion?
Hanson2016_116,Capitolium?
Hanson2016_116,Theatre
Hanson2016_117,Baths
Hanson2016_117,Pylon
Hanson2016_117,Temple of Auletes
Hanson2016_117,Temple of Horos
Hanson2016_117,Temple of Physkon
Hanson2016_118,Temple of Bubastis / Artemis
Hanson2016_119,Temple of Darius I
Hanson2016_119,Temple of Isis
Hanson2016_122,Temple of Anubis?
Hanson2016_123,Temple
Hanson2016_124,Temple of Amenophis III
Hanson2016_124,Temple of Amenophis IV
Hanson2016_124,Temple of Ammon
Hanson2016_124,Temple of Ara and Haremhab
Hanson2016_124,Temple of Hathor
Hanson2016_124,Temple of Hatshepsut
Hanson2016_124,Temple of Hatshepsut
Hanson2016_124,Temple of Isis
Hanson2016_124,Temple of Luxor
Hanson2016_124,Temple of Mentuhopte
Hanson2016_124,Temple of Merneptah
Hanson2016_124,Temple of Mont
Hanson2016_124,Temple of Mut
Hanson2016_124,Temple of Nectanebos
Hanson2016_124,Temple of Ptah
Hanson2016_124,Temple of Ramesses II
Hanson2016_124,Temple of Ramesses III
Hanson2016_124,Temple of Ramesses IV
Hanson2016_124,Temple of Sethos I
Hanson2016_124,Temple of Thoth
Hanson2016_124,Temple of Tuthmosis III
Hanson2016_124,Temple of Tuthmosis IV
Hanson2016_126,Basilica
Hanson2016_126,Fort
Hanson2016_126,Temple
Hanson2016_126,Temple of AleP; A; B; C; Dander
Hanson2016_126,Temple of Amenophis III
Hanson2016_126,Temple of Isis
Hanson2016_126,Temple of Isis
Hanson2016_126,Temple of Ramesses II
Hanson2016_126,Temple of Satet
Hanson2016_126,Temple of Tiberius
Hanson2016_126,Temple of Trajan
Hanson2016_128,Temple
Hanson2016_128,Temple of Herishef
Hanson2016_129,Temple
Hanson2016_130,Baths
Hanson2016_130,Fort
Hanson2016_130,Temple of Buchis
Hanson2016_130,Temple of Isis
Hanson2016_130,"Temple of Isis, Osiris, and Horus"
Hanson2016_130,Temple of Menthu
Hanson2016_131,Basilica
Hanson2016_131,Temple
Hanson2016_131,Temple
Hanson2016_131,Temple
Hanson2016_131,Temple
Hanson2016_131,Temple of Alexander
Hanson2016_131,Temple of Domitian
Hanson2016_131,Temple of Nero
Hanson2016_133,Temple
Hanson2016_135,"Temple of Khnum, Neith, and Hak"
Hanson2016_135,Unidentified public building
Hanson2016_139,Baths
Hanson2016_139,Temple
Hanson2016_139,Temple of Apis
Hanson2016_139,Temple of Merenptah
Hanson2016_139,Temple of Ptah
Hanson2016_139,Temple of Serapis
Hanson2016_139,Theatre
Hanson2016_143,Temple of Hathor
Hanson2016_143,Temple of Sobek and Haroeris
Hanson2016_144,Bouleuterion?
Hanson2016_144,Capitolium
Hanson2016_144,Temple of Serapis
Hanson2016_144,Temple of Seth
Hanson2016_144,Temple of Thoeris
Hanson2016_144,Theatre
Hanson2016_145,Temple of Min / Pan
Hanson2016_145,Theatre
Hanson2016_146,Baths
Hanson2016_146,Hippodrome
Hanson2016_146,Theatre
Hanson2016_146,Walls
Hanson2016_148,Temple of Dionysus
Hanson2016_148,Temple of Isis
Hanson2016_148,Temple of Zeus
Hanson2016_148,Theatre
Hanson2016_149,Temple of Neith / Athena
Hanson2016_150,Temple
Hanson2016_152,Capitolium?
Hanson2016_152,Temple of Sobek
Hanson2016_153,Temple of Hathor
Hanson2016_157,Aqueduct
Hanson2016_157,Baths
Hanson2016_157,Forum
Hanson2016_157,Fountain
Hanson2016_158,Baths (Summer)
Hanson2016_159,Capitolium
Hanson2016_160,Amphitheatre
Hanson2016_160,Baths of Hadrian
Hanson2016_160,Baths of the Marine Revel
Hanson2016_160,Forum
Hanson2016_161,Amphitheatre (Small)
Hanson2016_162,Bridge
Hanson2016_162,Forum?
Hanson2016_162,Temple ('capitolium')
Hanson2016_162,Temple of Juno
Hanson2016_165,Aqueduct
Hanson2016_165,Capitolium
Hanson2016_165,Septizodium
Hanson2016_166,Baths
Hanson2016_166,Baths
Hanson2016_167,Amphitheatre
Hanson2016_167,Aqueduct
Hanson2016_167,Forum
Hanson2016_167,Theatre
Hanson2016_168,Baths
Hanson2016_168,Capitolium?
Hanson2016_168,Cult of Jupiter Sabazius?
Hanson2016_168,Forum
Hanson2016_168,Temple of Apollo
Hanson2016_169,Aqueduct
Hanson2016_169,Baths
Hanson2016_169,Capitolium?
Hanson2016_170,Amphitheatre?
Hanson2016_170,Aqueduct
Hanson2016_170,Mounmental spring pool
Hanson2016_171,Amphitheatre
Hanson2016_172,Amphitheatre
Hanson2016_172,Amphitheatre
Hanson2016_172,Aqueduct
Hanson2016_172,Aqueduct
Hanson2016_172,Aqueduct
Hanson2016_172,Aqueduct (Zaghouan)
Hanson2016_172,Baths
Hanson2016_172,Baths (Antonine)
Hanson2016_172,Baths (Bir el-Jabbana)
Hanson2016_172,Capitolium
Hanson2016_172,Fortified hill
Hanson2016_172,Forum
Hanson2016_172,Harbour
Hanson2016_172,Hippodrome
Hanson2016_172,Odeum
Hanson2016_172,Temple
Hanson2016_172,Theatre
Hanson2016_172,Urban grid
Hanson2016_172,Walls
Hanson2016_174,Aqueduct
Hanson2016_174,Arch
Hanson2016_174,Baths
Hanson2016_174,Forum?
Hanson2016_174,Temple ('capitolium')
Hanson2016_174,Temple of Jupiter and Ceres
Hanson2016_174,Theatre
Hanson2016_174,Urban grid
Hanson2016_175,Temple ('capitolium')
Hanson2016_176,Theatre
Hanson2016_177,Basilica
Hanson2016_177,Baths
Hanson2016_177,Baths
Hanson2016_177,Curia
Hanson2016_177,Forum
Hanson2016_177,Fountain
Hanson2016_177,Harbour
Hanson2016_177,Macellum
Hanson2016_177,Shrine of Apollo
Hanson2016_177,Shrine of Genii Augusti
Hanson2016_177,Shrine of Hercules
Hanson2016_177,Temple
Hanson2016_177,Temple ('capitolium')
Hanson2016_177,Temple (E)
Hanson2016_177,Temple of Concordia Panthea
Hanson2016_177,Temple of Isis and Serapis
Hanson2016_177,Temple of Liber Pater
Hanson2016_177,Temple of Mercury
Hanson2016_178,Amphitheatre
Hanson2016_178,Aqueduct
Hanson2016_178,Arch
Hanson2016_178,Arch
Hanson2016_178,Baths
Hanson2016_178,Forum
Hanson2016_178,Hippodrome
Hanson2016_178,Nymphaeum
Hanson2016_178,Temple
Hanson2016_178,Temple
Hanson2016_178,Temple
Hanson2016_178,Temple
Hanson2016_178,Theatre
Hanson2016_178,Walls
Hanson2016_179,Harbour
Hanson2016_180,Amphitheatre
Hanson2016_180,Aqueduct
Hanson2016_180,Arch
Hanson2016_180,Arch
Hanson2016_180,Arch of Antoninus Pius
Hanson2016_180,Arch of Marcus Aurelius
Hanson2016_180,Arch of Septimius Severus
Hanson2016_180,Arch of Trajan
Hanson2016_180,Arch of Vespasian
Hanson2016_180,Basilica
Hanson2016_180,Baths
Hanson2016_180,Baths
Hanson2016_180,Baths
Hanson2016_180,Baths (Hunting Baths)
Hanson2016_180,Baths (Unfinished)
Hanson2016_180,Baths of Hadrian
Hanson2016_180,Chalcidium
Hanson2016_180,Colonnaded streets
Hanson2016_180,Curia
Hanson2016_180,Forum (New)
Hanson2016_180,Forum (Old)
Hanson2016_180,Fountain
Hanson2016_180,Fountain
Hanson2016_180,Harbour
Hanson2016_180,Hippodrome
Hanson2016_180,Macellum
Hanson2016_180,Nymphaeum
Hanson2016_180,Ramparts
Hanson2016_180,Sanctuary of Hercules / Melqart
Hanson2016_180,Temple
Hanson2016_180,Temple
Hanson2016_180,Temple
Hanson2016_180,Temple
Hanson2016_180,Temple ('capitolium')
Hanson2016_180,Temple of Antoninus Pius
Hanson2016_180,Temple of Augustus?
Hanson2016_180,Temple of Ceres
Hanson2016_180,Temple of Jupiter Dolichenus
Hanson2016_180,Temple of Liber Pater
Hanson2016_180,Temple of Magna Mater
Hanson2016_180,Temple of Rome and Augustus
Hanson2016_180,Theatre
Hanson2016_180,Unidentified public building
Hanson2016_180,Urban grid
Hanson2016_180,Urban grid
Hanson2016_180,Walls (Late Roman)
Hanson2016_181,Amphitheatre
Hanson2016_181,Aqueduct
Hanson2016_181,Aqueduct
Hanson2016_181,Baths
Hanson2016_181,Baths
Hanson2016_181,Baths
Hanson2016_181,Cult of Liber Pater
Hanson2016_181,Forum
Hanson2016_181,Harbour
Hanson2016_181,Theatre
Hanson2016_182,Amphitheatre
Hanson2016_182,Temple ('capitolium')
Hanson2016_182,Theatre
Hanson2016_184,Amphitheatre
Hanson2016_184,Aqueduct
Hanson2016_184,Arch of Trajan
Hanson2016_184,Baths (East)
Hanson2016_184,Baths (Large)
Hanson2016_184,Baths (North)
Hanson2016_184,Baths (South-East)
Hanson2016_184,Forum (New)
Hanson2016_184,Forum (Old)
Hanson2016_184,Macellum?
Hanson2016_184,Palaestra
Hanson2016_184,Temple ('capitolium')
Hanson2016_184,Temple of Baal Hammon / Saturn
Hanson2016_184,Temple of Bacchus
Hanson2016_184,Temple of Ceres?
Hanson2016_184,Temple of Hathor Miskar
Hanson2016_184,Temple of Magna Mater?
Hanson2016_184,Temple of Neptune?
Hanson2016_184,Temple of Reshep? / Apollo and Diana
Hanson2016_184,Temple of Rome and Augustus?
Hanson2016_184,Temple of Shadrap / Liber Pater
Hanson2016_185,Capitolium?
Hanson2016_185,Forum
Hanson2016_186,Capitolium?
Hanson2016_187,Amphitheatre
Hanson2016_187,Aqueduct
Hanson2016_187,Aqueduct
Hanson2016_187,Aqueduct
Hanson2016_187,Aqueduct
Hanson2016_187,Basilica
Hanson2016_187,Baths
Hanson2016_187,Baths
Hanson2016_187,Baths
Hanson2016_187,Forum
Hanson2016_187,Hippodrome?
Hanson2016_187,Macellum
Hanson2016_187,Theatre
Hanson2016_190,Aqueduct
Hanson2016_190,Baths
Hanson2016_190,Capitolium
Hanson2016_190,Fountain
Hanson2016_190,Theatre
Hanson2016_190,Walls?
Hanson2016_191,Arch of Marcus Aurelius and Lucius Verus
Hanson2016_191,Baths
Hanson2016_191,Forum
Hanson2016_191,Harbour
Hanson2016_191,Temple of the Genius Coloniae
Hanson2016_191,Urban grid
Hanson2016_191,Walls
Hanson2016_192,Arch
Hanson2016_192,Baths
Hanson2016_192,Forum
Hanson2016_192,Nymphaeum
Hanson2016_192,Temple
Hanson2016_193,Amphitheatre
Hanson2016_193,Aqueduct
Hanson2016_193,Baths
Hanson2016_193,Capitolium
Hanson2016_193,Theatre
Hanson2016_194,Amphitheatre
Hanson2016_194,Aqueduct
Hanson2016_194,Basilica
Hanson2016_194,Baths
Hanson2016_194,Baths
Hanson2016_194,Baths
Hanson2016_194,Curia
Hanson2016_194,Forum
Hanson2016_194,Fountain
Hanson2016_194,Fountain
Hanson2016_194,Temple
Hanson2016_194,Temple ('capitolium')
Hanson2016_194,Temple of Hercules
Hanson2016_194,Temple of Isis
Hanson2016_194,Temple of Marcus Aurelius and Lucius Verus
Hanson2016_194,Temple of Serapis
Hanson2016_194,Temple of Shadrap / Liber Pater
Hanson2016_194,Theatre
Hanson2016_194,Urban grid (East)
Hanson2016_194,Urban grid (South)
Hanson2016_194,Walls
Hanson2016_195,Baths
Hanson2016_195,Capitolium
Hanson2016_195,Forum
Hanson2016_195,Urban grid
Hanson2016_195,Walls?
Hanson2016_196,Amphitheatre
Hanson2016_196,Theatre
Hanson2016_197,Aqueduct
Hanson2016_197,Baths
Hanson2016_197,Nymphaeum
Hanson2016_197,Walls
Hanson2016_198,Amphitheatre
Hanson2016_198,Aqueduct
Hanson2016_198,Arch (Forum)
Hanson2016_198,Arch (North)
Hanson2016_198,Arch (South)
Hanson2016_198,Baths
Hanson2016_198,Baths
Hanson2016_198,Baths
Hanson2016_198,Baths
Hanson2016_198,Baths (Great)
Hanson2016_198,Baths (Winter)
Hanson2016_198,Curia
Hanson2016_198,Forum
Hanson2016_198,Fountain
Hanson2016_198,Fountain
Hanson2016_198,Fountain
Hanson2016_198,Fountain
Hanson2016_198,Temple
Hanson2016_198,Temple
Hanson2016_198,Temple ('capitolium')
Hanson2016_198,Theatre
Hanson2016_198,Unidentified public building
Hanson2016_198,Urban grid
Hanson2016_200,Amphitheatre
Hanson2016_200,Aqueduct
Hanson2016_200,Baths
Hanson2016_200,Baths
Hanson2016_200,Baths of the Months
Hanson2016_200,Unidentified public building
Hanson2016_200,Walls?
Hanson2016_201,Amphitheatre
Hanson2016_201,Harbour
Hanson2016_201,Walls
Hanson2016_202,Aqueduct
Hanson2016_202,Baths
Hanson2016_202,Forum?
Hanson2016_202,Theatre
Hanson2016_202,Unidentified public building
Hanson2016_202,Urban grid
Hanson2016_204,Arch
Hanson2016_204,Forum
Hanson2016_205,Amphitheatre
Hanson2016_205,Aqueduct
Hanson2016_205,Aqueduct
Hanson2016_205,Sanctuary of Dis and Saturn
Hanson2016_205,Theatre
Hanson2016_207,Amphitheatre
Hanson2016_207,Aqueduct?
Hanson2016_207,Baths (Summer)
Hanson2016_207,Baths (Winter)
Hanson2016_207,Baths of the Capitol
Hanson2016_207,Baths of the Labyrinth
Hanson2016_207,Baths of the Stars
Hanson2016_207,Capitolium
Hanson2016_207,Curia
Hanson2016_207,Forum
Hanson2016_207,Fountain
Hanson2016_207,Market
Hanson2016_207,Palaestra?
Hanson2016_207,Temple
Hanson2016_207,Temple of Baalit
Hanson2016_207,Temple of Caelestis?
